folio;depto;area;s09a_01;s09a_02;s09a_03;s09a_04;s09a_05;s09a_06;s09a_07;s09a_08;s09a_09;s09b_10;s09b_11;s09b_12;s09b_13;s09b_14;s09b_15;s09b_16;upm;estrato;factor
82542;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-00524890482-A;14;207
82543;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-00524890482-A;14;207
82544;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-00524890482-A;14;207
82545;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-00524890482-A;14;207
82558;6;2;1;2;1;1;1;2;2;2;2; ; ; ; ; ; ; ;652-03095071252-D;22;233
82568;3;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;341-05243683547-D;21;491
82570;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;341-05243683547-D;21;491
82573;3;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;341-05243683547-D;21;491
82574;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;341-05243683547-D;21;491
82588;6;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;652-03095071252-D;22;233
82593;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;652-03095071252-D;22;233
82596;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-05177405575-A;13;486
82601;6;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;652-03095071252-D;22;233
82606;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;343-05293309651-D;23;359
82607;3;2;1;2;1;1;2;1;1;2;2; ; ; ; ; ; ; ;343-05293309651-D;23;359
82608;3;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;343-05293309651-D;23;359
82647;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;632-03075740716-A;12;127
82649;6;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;652-03095071252-D;22;233
82652;5;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;542-04824772066-D;22;701
82655;5;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;542-04824772066-D;22;701
82658;5;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;542-04824772066-D;22;701
82659;5;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;542-04824772066-D;22;701
82669;7;1;1;1;1;1;1;1;1;2;2; ; ; ; ; ; ; ;722-05511147506-A;12;398
82671;4;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;443-04000465736-D;23;177
82677;4;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;443-04000465736-D;23;177
82765;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;722-05511147506-A;12;398
82768;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;632-03075740716-A;12;127
82772;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-05177405575-A;13;486
82777;6;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;621-03362656585-A;11;137
82783;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;652-03095071252-D;22;233
82786;6;2;2;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;652-03095071252-D;22;233
82793;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;632-03075740716-A;12;127
82800;6;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;652-03095071252-D;22;233
82806;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05257592075-A;14;207
82811;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05257592075-A;14;207
82812;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05257592075-A;14;207
82814;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05257592075-A;14;207
82820;7;1;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;722-05511147506-A;12;398
82822;3;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;343-05293309651-D;23;359
82886;7;1;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;723-05072953286-A;13;486
82887;7;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;723-05072953286-A;13;486
82888;7;1;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;723-05072953286-A;13;486
82889;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;723-05072953286-A;13;486
82929;6;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;652-03095071252-D;22;233
82935;2;1;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;214-00629268486-A;14;252
82936;2;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;214-00629268486-A;14;252
82937;2;1;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;214-00629268486-A;14;252
82938;2;1;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;214-00629268486-A;14;252
82982;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;452-04588078689-D;22;213
82986;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;632-03075740716-A;12;127
82987;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;632-03075740716-A;12;127
82992;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;632-03075740716-A;12;127
83010;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;341-05243683547-D;21;491
83011;3;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;341-05243683547-D;21;491
83012;3;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;341-05243683547-D;21;491
83013;3;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;341-05243683547-D;21;491
83033;3;2;1;2;1;1;1;1;2;1;2; ; ; ; ; ; ; ;341-05243683547-D;21;491
83035;3;2;1;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;341-05243683547-D;21;491
83036;3;2;1;2;2;1;2;2;1;2;2; ; ; ; ; ; ; ;341-05243683547-D;21;491
83037;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;341-05243683547-D;21;491
83146;3;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;1;2;314-05264412287-A;14;207
83147;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05264412287-A;14;207
83148;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05264412287-A;14;207
83149;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05264412287-A;14;207
83203;6;1;1;2;2;1;1;1;1;2;2; ; ; ; ; ; ; ;623-03365357789-A;13;175
83206;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-05072953286-A;13;486
83207;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-05072953286-A;13;486
83208;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-05072953286-A;13;486
83209;7;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;723-05072953286-A;13;486
83223;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;452-04588078689-D;22;213
83231;6;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;654-02972613546-D;24;143
83237;6;1;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;623-03365357789-A;13;175
83249;1;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;153-04364576749-D;23;322
83250;1;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;153-04364576749-D;23;322
83251;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;153-04364576749-D;23;322
83259;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;153-04364576749-D;23;322
83267;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;632-03075740716-A;12;127
83272;6;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;654-02972613546-D;24;143
83278;8;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;833-08622376111-A;13;243
83279;8;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;833-08622376111-A;13;243
83280;1;2;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;153-04364576749-D;23;322
83281;1;2;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;153-04364576749-D;23;322
83290;1;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;153-04364576749-D;23;322
83293;1;2;1;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;153-04364576749-D;23;322
83299;1;2;1;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;153-04364576749-D;23;322
83301;1;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;153-04364576749-D;23;322
83302;1;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;153-04364576749-D;23;322
83308;1;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;153-04364576749-D;23;322
83311;8;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;821-00829529619-A;11;133
83316;8;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;821-00829529619-A;11;133
83319;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;821-00829529619-A;11;133
83325;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;821-00829529619-A;11;133
83330;6;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;652-03095071252-D;22;233
83333;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;654-02972613546-D;24;143
83335;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;152-04162072455-D;22;388
83338;1;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;152-04162072455-D;22;388
83341;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;152-04162072455-D;22;388
83344;1;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;152-04162072455-D;22;388
83348;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;623-03365357789-A;13;175
83354;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;152-04162072455-D;22;388
83356;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;152-04162072455-D;22;388
83358;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;152-04162072455-D;22;388
83361;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;152-04162072455-D;22;388
83436;6;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;654-02972613546-D;24;143
83444;1;2;1;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;152-04162072455-D;22;388
83451;1;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;152-04162072455-D;22;388
83454;1;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;152-04162072455-D;22;388
83457;1;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;152-04162072455-D;22;388
83459;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;623-03365357789-A;13;175
83461;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;654-02972613546-D;24;143
83463;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;623-03365357789-A;13;175
83471;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;323-00527834923-A;13;214
83472;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-00527834923-A;13;214
83473;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-00527834923-A;13;214
83485;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-00527834923-A;13;214
83488;6;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;623-03014023683-A;13;175
83490;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;623-03014023683-A;13;175
83493;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;623-03014023683-A;13;175
83494;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;623-03014023683-A;13;175
83499;6;1;1;2;1;1;2;1;2;2;1;1;2;1;1;1;2;2;623-03014023683-A;13;175
83502;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;623-03014023683-A;13;175
83507;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;623-03014023683-A;13;175
83508;6;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;623-03014023683-A;13;175
83517;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;623-03014023683-A;13;175
83523;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;623-03014023683-A;13;175
83527;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;623-03014023683-A;13;175
83533;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;623-03014023683-A;13;175
83538;4;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;443-04000465736-D;23;177
83541;4;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;443-04000465736-D;23;177
83543;4;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;443-04000465736-D;23;177
83545;4;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;443-04000465736-D;23;177
83548;4;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;443-04000465736-D;23;177
83551;4;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;443-04000465736-D;23;177
83713;4;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;443-04000465736-D;23;177
83716;4;2;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;443-04000465736-D;23;177
83718;4;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;443-04000465736-D;23;177
83720;4;2;1;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;443-04000465736-D;23;177
83764;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-05072953286-A;13;486
83765;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-05072953286-A;13;486
83766;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-05072953286-A;13;486
83767;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;723-05072953286-A;13;486
83784;6;1;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;2;623-03365357789-A;13;175
83790;6;1;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;623-03365357789-A;13;175
83794;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;623-03365357789-A;13;175
83799;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;623-03365357789-A;13;175
83802;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-00524890482-A;14;207
83803;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;324-00524890482-A;14;207
83804;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-00524890482-A;14;207
83805;3;1;1;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;324-00524890482-A;14;207
83936;5;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;532-03841213848-A;12;383
83944;5;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;532-03841213848-A;12;383
83946;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;532-03841213848-A;12;383
83947;5;1;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;532-03841213848-A;12;383
83959;5;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;543-03777575803-A;23;615
83961;5;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;543-03777575803-A;23;615
83966;5;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;543-03777575803-A;23;615
84113;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;532-03841213848-A;12;383
84121;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;532-03841213848-A;12;383
84128;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;532-03841213848-A;12;383
84133;5;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;532-03841213848-A;12;383
84137;5;2;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;543-03777575803-A;23;615
84138;5;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;543-03777575803-A;23;615
84139;5;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;543-03777575803-A;23;615
84140;5;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;543-03777575803-A;23;615
84151;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;452-04588078689-D;22;213
84152;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;452-04588078689-D;22;213
84216;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;214-00629826174-A;14;301
84224;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;214-00629826174-A;14;301
84226;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;214-00629826174-A;14;301
84234;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;214-00629826174-A;14;301
84390;8;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;843-08310202208-A;23;157
84391;8;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;843-08310202208-A;23;157
84392;8;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;843-08310202208-A;23;157
84393;8;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;843-08310202208-A;23;157
84712;2;1;1;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;213-06127980394-A;13;241
84780;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;324-00524503380-A;14;207
84781;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-00524503380-A;14;207
84782;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-00524503380-A;14;207
84783;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;324-00524503380-A;14;207
84804;2;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;244-06726385935-D;24;712
84805;2;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;244-06726385935-D;24;712
84806;2;2;1;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;244-06726385935-D;24;712
84807;2;2;1;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;244-06726385935-D;24;712
84897;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;244-06726385935-D;24;712
84898;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;244-06726385935-D;24;712
84899;2;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;244-06726385935-D;24;712
84900;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;244-06726385935-D;24;712
84911;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;244-06726385935-D;24;712
84917;2;2;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;244-06726385935-D;24;712
84918;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;244-06726385935-D;24;712
84919;2;2;1;2;1;1;2;1;2;2;1;1;1;2;2;1;2;2;244-06726385935-D;24;712
85165;5;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;532-03841213848-A;12;383
85171;5;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;532-03841213848-A;12;383
85174;5;1;1;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;532-03841213848-A;12;383
85180;5;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;543-03777575803-A;23;615
85181;5;2;1;2;2;1;2;1;2;2;1;2;1;2;2;2;2;2;543-03777575803-A;23;615
85182;5;2;1;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;543-03777575803-A;23;615
85183;5;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;543-03777575803-A;23;615
85224;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-06134700524-A;13;221
85225;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;213-06134700524-A;13;221
85226;2;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;213-06134700524-A;13;221
85227;2;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;213-06134700524-A;13;221
85296;2;1;1;1;1;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00631406619-A;13;221
85297;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;213-00630980941-A;13;221
85298;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-00630980941-A;13;221
85299;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-00630980941-A;13;221
85300;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;213-00630980941-A;13;221
85315;2;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;213-06134700524-A;13;221
85316;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;213-06134700524-A;13;221
85317;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;213-06134700524-A;13;221
85318;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;213-06134700524-A;13;221
85319;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;623-03365357789-A;13;175
85325;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;521-00255751080-A;11;413
85326;5;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;521-00255751080-A;11;413
85327;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;521-00255751080-A;11;413
85328;5;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;521-00255751080-A;11;413
85400;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-12113545662-A;13;107
85406;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;913-12113545662-A;13;107
85407;9;1;1;2;2;2;1;1;2;2;2; ; ; ; ; ; ; ;913-12113545662-A;13;107
85408;9;1;1;2;2;1;2;1;2;2;1;2;2;2;1;2;2;2;913-12113545662-A;13;107
85409;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;912-01211539603-A;12;68
85411;9;1;2;2;1;1;1;1;2;1;2; ; ; ; ; ; ; ;912-01211539603-A;12;68
85413;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;912-01211539603-A;12;68
85414;9;1;2;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;912-01211539603-A;12;68
85418;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05238800855-A;14;441
85423;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05238800855-A;14;441
85429;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05238800855-A;14;441
85434;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05238800855-A;14;441
85439;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;521-00255751080-A;11;413
85440;5;1;1;2;1;1;2;1;2;2;1;1;1;2;2;2;2;2;521-00255751080-A;11;413
85445;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;521-00255751080-A;11;413
85449;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;521-00255751080-A;11;413
85453;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;722-05511147506-A;12;398
85459;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-00523135296-A;13;214
85460;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;323-00523135296-A;13;214
85463;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-00523135296-A;13;214
85470;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;323-00523135296-A;13;214
85479;6;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;623-03365357789-A;13;175
85483;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05238800855-A;14;441
85484;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05238800855-A;14;441
85485;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05238800855-A;14;441
85486;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05238800855-A;14;441
85550;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;211-06159935073-A;11;190
85551;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;211-06159935073-A;11;190
85552;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;211-06159935073-A;11;190
85553;2;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;211-06159935073-A;11;190
85563;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;452-04588078689-D;22;213
85570;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;452-04588078689-D;22;213
85571;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;452-04588078689-D;22;213
85595;2;1;1;1;1;1;1;1;1;2;2; ; ; ; ; ; ; ;211-06159935073-A;11;190
85596;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;211-06159935073-A;11;190
85597;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;211-06159935073-A;11;190
85598;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;211-06159935073-A;11;190
85636;4;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;422-04102007998-A;12;178
85641;4;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;422-04102007998-A;12;178
85646;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;422-04102007998-A;12;178
85698;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;241-05932212018-A;21;854
85703;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;241-05932212018-A;21;854
85709;2;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ; ; ;241-05932212018-A;21;854
85711;2;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ; ; ;241-05932212018-A;21;854
85714;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;452-04588078689-D;22;213
85716;4;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;452-04588078689-D;22;213
85723;4;2;1;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;452-04588078689-D;22;213
85729;4;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;452-04588078689-D;22;213
85731;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;241-05932212018-A;21;854
85741;2;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;241-05932212018-A;21;854
85747;2;2;1;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;241-05932212018-A;21;854
