folio;depto;area;s09a_01;s09a_02;s09a_03;s09a_04;s09a_05;s09a_06;s09a_07;s09a_08;s09a_09;s09b_10;s09b_11;s09b_12;s09b_13;s09b_14;s09b_15;s09b_16;upm;estrato;factor
5510;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05197451593-A;13;486
5511;7;1;1;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;713-05197451593-A;13;486
5517;7;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;2;711-05281125414-A;11;369
5518;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;711-05281125414-A;11;369
5636;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05228899876-A;14;441
5638;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05259664509-A;14;481
5648;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05233006500-A;13;486
5652;6;1;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02972668226-A;14;191
5658;7;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;711-05281125414-A;11;369
5668;7;1;2;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;713-05203009183-A;13;486
5678;7;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;714-05228899876-A;14;441
5679;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05228899876-A;14;441
5691;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05235060491-A;13;449
5692;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05235060491-A;13;449
5696;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05203009183-A;13;486
5699;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;112-00418882733-A;12;210
5702;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-00418882733-A;12;210
5706;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05214295299-A;13;584
5709;6;1;2;2;2;2;1;2;2;1;2; ; ; ; ; ; ; ;613-02984726619-A;13;175
5710;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02984726619-A;13;175
5711;6;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;613-02984726619-A;13;175
5712;6;1;1;2;1;1;1;1;2;2;1;2;1;2;2;1;2;2;613-02984726619-A;13;175
5729;6;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;614-02976446272-A;14;191
5737;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02980626783-A;13;175
5742;6;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;613-02980626783-A;13;175
5748;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02980979807-A;14;191
5757;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-00418882733-A;12;210
5761;6;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02980979807-A;14;191
5762;6;1;1;2;2;1;1;1;1;2;1;2;1;2;1;1;2;2;614-02980979807-A;14;191
5776;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;711-05169515509-A;11;369
5777;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;711-05169515509-A;11;369
5778;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;711-05169515509-A;11;369
5779;7;1;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;711-05169515509-A;11;369
5787;7;1;1;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;711-05169515509-A;11;369
5788;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;711-05169515509-A;11;369
5789;7;1;1;2;1;1;2;1;2;2;1;1;2;2;2;2;2;2;711-05169515509-A;11;369
5805;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;112-00418882733-A;12;210
5818;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05269040303-A;13;486
5829;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05269040303-A;13;486
5830;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05269040303-A;13;486
5834;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-01213453172-A;13;107
5840;9;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-01213453172-A;13;107
5847;9;1;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;913-01213453172-A;13;107
5849;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;112-04190828218-A;12;210
5856;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;614-02980979807-A;14;191
5862;1;1;1;1;1;1;2;1;2;2;1;1;1;2;2;2;1;1;112-04190828218-A;12;210
5909;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;912-12106512057-A;12;68
5914;9;1;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;912-12106512057-A;12;68
5919;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-04190828218-A;12;210
5924;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;912-12106512057-A;12;68
5925;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;912-12106512057-A;12;68
5926;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;912-12106512057-A;12;68
5934;9;1;2;2;2;1;2;1;2;2;1;2;2;2;1;2;2;2;912-12106512057-A;12;68
6073;9;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;913-01213453172-A;13;107
6077;9;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;911-01210418242-A;11;86
6078;9;1;1;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;911-01210418242-A;11;86
6079;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;911-01210418242-A;11;86
6080;9;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;911-01210418242-A;11;86
6112;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;514-00377379138-A;14;411
6117;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;412-00476407380-A;12;178
6122;4;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;412-00476407380-A;12;178
6125;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05201796441-A;12;398
6137;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-00416395931-A;12;210
6146;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02976446272-A;14;191
6219;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;613-02980626783-A;13;175
6223;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;613-02980626783-A;13;175
6225;4;1;1;1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;412-00476407380-A;12;178
6228;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;413-00475283915-A;13;216
6236;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;413-00475283915-A;13;216
6242;4;1;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;413-00475283915-A;13;216
6247;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-00418882733-A;12;210
6252;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;412-00476407380-A;12;178
6260;6;1;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;614-02980979807-A;14;191
6261;6;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02980979807-A;14;191
6262;6;1;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;614-02980979807-A;14;191
6272;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05214295299-A;13;584
6277;9;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-01213820100-A;13;107
6280;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;911-01210418242-A;11;86
6282;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;911-01210418242-A;11;86
6283;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;911-01210418242-A;11;86
6302;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02975836462-A;14;191
6305;4;1;1;1;2;1;2;2;1;2;2; ; ; ; ; ; ; ;414-00478817485-A;14;367
6306;4;1;1;2;1;1;1;1;1;1;2; ; ; ; ; ; ; ;414-00478817485-A;14;367
6308;4;1;1;2;1;2;2;1;1;1;2; ; ; ; ; ; ; ;414-00478817485-A;14;367
6311;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;513-00378440236-A;13;402
6312;5;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;513-00378440236-A;13;402
6313;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;513-00378440236-A;13;402
6332;5;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;513-00378440236-A;13;402
6350;9;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;2;913-01212611523-A;13;107
6355;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-00418882733-A;12;210
6395;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;512-03770922300-A;12;383
6399;9;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;913-01213820100-A;13;107
6400;9;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;913-01213820100-A;13;107
6404;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;112-00416395931-A;12;210
6409;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-00416395931-A;12;210
6417;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-01213820100-A;13;107
6423;7;1;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;712-05201796441-A;12;398
6424;7;1;2;2;2;2;1;1;2;1;1;2;2;2;2;2;2;1;712-05201796441-A;12;398
6425;9;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-01213820100-A;13;107
6430;1;1;1;2;2;2;2;1;2;2;1;2;2;2;1;1;1;2;112-04190828218-A;12;210
6436;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;111-00418007894-A;11;198
6437;1;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ; ;111-00418007894-A;11;198
6438;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;111-00418007894-A;11;198
6439;1;1;1;2;1;1;2;2;2;2;1;1;1;2;1;1;2;2;111-00418007894-A;11;198
6441;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-01212611523-A;13;107
6442;9;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-01212611523-A;13;107
6443;9;1;1;1;2;2;1;2;2;1;2; ; ; ; ; ; ; ;913-01212611523-A;13;107
6444;9;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;913-01212611523-A;13;107
6451;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05224674783-A;13;486
6452;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;713-05224674783-A;13;486
6453;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05224674783-A;13;486
6454;7;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;713-05224674783-A;13;486
6458;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05224674783-A;13;486
6459;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05224674783-A;13;486
6460;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05224674783-A;13;486
6461;7;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;713-05224674783-A;13;486
6465;6;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;614-02973657216-A;14;209
6469;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;614-02973657216-A;14;209
6489;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02980626783-A;13;175
6503;7;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;713-05273433975-A;13;486
6508;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;711-05202056535-A;11;369
6509;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;711-05202056535-A;11;369
6510;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;711-05202056535-A;11;369
6511;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;711-05202056535-A;11;369
6516;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02980626783-A;13;175
6523;7;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;711-05202056535-A;11;369
6524;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;711-05202056535-A;11;369
6554;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05226435060-A;13;486
6555;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05226435060-A;13;486
6556;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05226435060-A;13;486
6557;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05226435060-A;13;486
6558;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-04152467277-A;12;210
6567;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-04152467277-A;12;210
6572;1;1;1;1;1;2;1;1;1;1;2; ; ; ; ; ; ; ;112-00416395931-A;12;210
6576;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;711-05202056535-A;11;369
6585;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;614-02973657216-A;14;209
6587;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;614-02973657216-A;14;209
6593;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05226435060-A;13;486
6594;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05226435060-A;13;486
6595;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05226435060-A;13;486
6596;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05226435060-A;13;486
6794;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02975836462-A;14;191
6795;6;1;1;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;614-02975836462-A;14;191
6801;6;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02973657216-A;14;209
6805;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02973657216-A;14;209
6808;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;111-00418007894-A;11;198
6809;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;111-00418007894-A;11;198
6810;1;1;2;2;2;1;2;2;2;2;1;2;1;2;2;1;2;2;111-00418007894-A;11;198
6811;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;111-00418007894-A;11;198
6821;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05226435060-A;13;486
6822;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05226435060-A;13;486
6823;7;1;2;2;2;2;1;2;1;2;2; ; ; ; ; ; ; ;713-05226435060-A;13;486
6824;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05226435060-A;13;486
6834;5;1;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;512-00377418851-A;12;350
6837;3;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;312-05221269961-A;12;189
6841;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;113-00418695355-A;13;205
6843;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;111-00418007894-A;11;198
6844;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;111-00418007894-A;11;198
6845;1;1;1;1;1;1;2;1;2;2;1;1;1;2;2;2;2;2;111-00418007894-A;11;198
6846;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;111-00418007894-A;11;198
6857;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;311-05178717238-A;11;146
6865;5;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;513-00378440236-A;13;402
6866;5;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;513-00378440236-A;13;402
6867;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;513-00378440236-A;13;402
6872;5;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;513-00378440236-A;13;402
6882;4;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;413-00476974299-A;13;216
6885;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;413-00476974299-A;13;216
6889;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05235060491-A;13;449
6913;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05221269961-A;12;189
6918;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;413-00476974299-A;13;216
6923;4;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;413-00476974299-A;13;216
6924;4;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;413-00476974299-A;13;216
6925;4;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;413-00476974299-A;13;216
6930;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05201796441-A;12;398
6933;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05235060491-A;13;449
6936;7;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;713-05229186782-A;13;486
6938;9;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;912-12106512057-A;12;68
6942;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;912-12106512057-A;12;68
6948;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;711-05202056535-A;11;369
6954;4;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;411-00475579617-A;11;154
6963;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05259664509-A;14;481
7063;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;311-05178717238-A;11;146
7064;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;311-05178717238-A;11;146
7065;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;311-05178717238-A;11;146
7076;7;1;1;2;1;1;2;1;2;1;1;1;1;2;2;1;2;2;711-05202056535-A;11;369
7080;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05277270046-A;12;398
7089;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;712-05201796441-A;12;398
7091;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;113-00418695355-A;13;205
7093;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;411-00475579617-A;11;154
7140;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;112-00418882733-A;12;210
7147;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-00418882733-A;12;210
7155;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;112-00418882733-A;12;210
7176;5;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;513-00376775611-A;13;402
7219;9;1;1;1;1;1;1;1;1;2;2; ; ; ; ; ; ; ;913-01213820100-A;13;107
7224;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05196933015-A;14;441
7225;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05196933015-A;14;441
7241;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;311-05178717238-A;11;146
7247;4;1;1;1;2;1;2;2;2;2;1;1;1;2;2;2;2;2;413-00476974299-A;13;216
7251;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;413-00476974299-A;13;216
7256;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;413-00476974299-A;13;216
7267;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;414-00478817485-A;14;367
7268;4;1;1;1;1;1;2;2;2;1;2; ; ; ; ; ; ; ;414-00478817485-A;14;367
7269;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;414-00478817485-A;14;367
7270;4;1;1;2;1;1;2;1;1;1;2; ; ; ; ; ; ; ;414-00478817485-A;14;367
7274;6;1;1;1;1;1;2;1;1;2;2; ; ; ; ; ; ; ;614-02975836462-A;14;191
7276;6;1;1;2;2;1;1;1;1;1;2; ; ; ; ; ; ; ;614-02973657216-A;14;209
7292;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;514-00377379138-A;14;411
7296;4;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;411-04766096911-A;11;154
7300;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05238160104-A;14;248
7301;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05238160104-A;14;248
7302;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05238160104-A;14;248
7303;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;314-05238160104-A;14;248
7321;7;1;1;2;1;1;2;1;2;2;1;1;1;2;2;2;2;2;712-05277270046-A;12;398
7324;7;1;1;2;1;1;2;1;2;2;2; ; ; ; ; ; ; ;712-05277270046-A;12;398
7327;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05277871018-A;14;207
7342;9;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;913-01213820100-A;13;107
7349;9;1;1;2;1;2;2;1;1;2;1;1;1;2;1;1;1;2;912-12106512057-A;12;68
7350;9;1;1;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;912-12106512057-A;12;68
7358;6;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02975836462-A;14;191
7363;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02980626783-A;13;175
7367;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05229186782-A;13;486
7368;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05229186782-A;13;486
7374;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;614-02972668226-A;14;191
7378;5;1;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;513-00376775611-A;13;402
7380;5;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;513-00376775611-A;13;402
7383;5;1;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;511-00378629138-A;11;413
7384;5;1;1;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;511-00378629138-A;11;413
7385;5;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;511-00378629138-A;11;413
7386;5;1;1;2;1;1;1;1;1;2;1;2;1;2;2;2;2;2;511-00378629138-A;11;413
7394;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;614-02972668226-A;14;191
7395;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;613-02964187970-A;13;175
7409;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;411-00475579617-A;11;154
7415;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;511-00378629138-A;11;413
7416;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;511-00378629138-A;11;413
7417;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;511-00378629138-A;11;413
7418;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;511-00378629138-A;11;413
7429;7;1;1;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;713-05229186782-A;13;486
7441;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05259664509-A;14;481
7444;8;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;814-00756167925-A;14;316
7445;8;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;814-00756167925-A;14;316
7446;8;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;814-00756167925-A;14;316
7456;7;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05196933015-A;14;441
7464;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;512-03770922300-A;12;383
7471;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;512-03770922300-A;12;383
7476;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05196933015-A;14;441
7477;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05196933015-A;14;441
7482;6;1;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;613-02964187970-A;13;175
7487;7;1;1;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;714-05196933015-A;14;441
7490;6;1;1;2;2;1;2;1;1;2;1;2;1;2;2;1;1;2;613-02980018648-A;13;175
7497;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05221269961-A;12;189
7501;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05221269961-A;12;189
7508;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02980626783-A;13;175
7512;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02980626783-A;13;175
7520;6;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02980018648-A;13;175
7526;4;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;413-00478751082-A;13;216
7533;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;712-05277270046-A;12;398
7535;7;1;1;2;2;2;2;2;2;1;1;1;2;1;2;1;2;1;712-05277270046-A;12;398
7540;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05277270046-A;12;398
7545;7;1;1;1;1;2;2;1;1;1;2; ; ; ; ; ; ; ;712-05277270046-A;12;398
7547;6;1;1;1;1;1;2;1;2;2;2; ; ; ; ; ; ; ;614-02975836462-A;14;191
7548;6;1;1;1;2;2;2;1;2;2;1;2;1;2;1;1;2;2;614-02975836462-A;14;191
7552;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02980626783-A;13;175
7581;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02975836462-A;14;191
7603;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05250834997-A;14;225
7604;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05250834997-A;14;225
7605;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05250834997-A;14;225
7606;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05250834997-A;14;225
